Intercept,GDPn,Schooln,GDPgrowth_n,GDPn2,Schooln2,GDPgrowth_n2,GDPn_Schooln,GDPn_GDPgrowth_n,Schooln_GDPgrowth_n
-31152.4334112368,-245913.363680059,180658.134588796,-6714.36980361452,-381752.005841907,-64293.2685985061,6755.93282974758,374392.440020492,39025.0936259863,-37212.4515316235
