countryIsoCode;country;indexCode;index;dimension;indicatorCode;indicator;year;value;note
VEN;Venezuela (Bolivarian Republic of);HDI;Human Development Index;;mys;Mean Years of Schooling (years);1994;6.332727259;
VEN;Venezuela (Bolivarian Republic of);HDI;Human Development Index;;mys;Mean Years of Schooling (years);1995;6.580909035;
VEN;Venezuela (Bolivarian Republic of);HDI;Human Development Index;;mys;Mean Years of Schooling (years);1996;6.829090812;
VEN;Venezuela (Bolivarian Republic of);HDI;Human Development Index;;mys;Mean Years of Schooling (years);1997;7.077272589;
VEN;Venezuela (Bolivarian Republic of);HDI;Human Development Index;;mys;Mean Years of Schooling (years);1998;7.325454365;
VEN;Venezuela (Bolivarian Republic of);HDI;Human Development Index;;mys;Mean Years of Schooling (years);1999;7.573636142;
VEN;Venezuela (Bolivarian Republic of);HDI;Human Development Index;;mys;Mean Years of Schooling (years);2000;7.821817918;
VEN;Venezuela (Bolivarian Republic of);HDI;Human Development Index;;mys;Mean Years of Schooling (years);2001;8.069999695;
VEN;Venezuela (Bolivarian Republic of);HDI;Human Development Index;;mys;Mean Years of Schooling (years);2002;7.957999802;
VEN;Venezuela (Bolivarian Republic of);HDI;Human Development Index;;mys;Mean Years of Schooling (years);2003;7.845999908;
VEN;Venezuela (Bolivarian Republic of);HDI;Human Development Index;;mys;Mean Years of Schooling (years);2004;7.734000015;
VEN;Venezuela (Bolivarian Republic of);HDI;Human Development Index;;mys;Mean Years of Schooling (years);2005;7.622000122;
VEN;Venezuela (Bolivarian Republic of);HDI;Human Development Index;;mys;Mean Years of Schooling (years);2006;7.510000229;
VEN;Venezuela (Bolivarian Republic of);HDI;Human Development Index;;mys;Mean Years of Schooling (years);2007;7.989999771;
VEN;Venezuela (Bolivarian Republic of);HDI;Human Development Index;;mys;Mean Years of Schooling (years);2008;8.140000343;
VEN;Venezuela (Bolivarian Republic of);HDI;Human Development Index;;mys;Mean Years of Schooling (years);2009;8.25;
VEN;Venezuela (Bolivarian Republic of);HDI;Human Development Index;;mys;Mean Years of Schooling (years);2010;8.684999943;
VEN;Venezuela (Bolivarian Republic of);HDI;Human Development Index;;mys;Mean Years of Schooling (years);2011;9.119999886;
VEN;Venezuela (Bolivarian Republic of);HDI;Human Development Index;;mys;Mean Years of Schooling (years);2012;9.25;
VEN;Venezuela (Bolivarian Republic of);HDI;Human Development Index;;mys;Mean Years of Schooling (years);2013;9.380000114;
VEN;Venezuela (Bolivarian Republic of);HDI;Human Development Index;;mys;Mean Years of Schooling (years);2014;9.510000229;
VEN;Venezuela (Bolivarian Republic of);HDI;Human Development Index;;mys;Mean Years of Schooling (years);2015;9.640000343;
VEN;Venezuela (Bolivarian Republic of);HDI;Human Development Index;;mys;Mean Years of Schooling (years);2016;10.31000042;
VEN;Venezuela (Bolivarian Republic of);HDI;Human Development Index;;mys;Mean Years of Schooling (years);2017;10.13614271;
VEN;Venezuela (Bolivarian Republic of);HDI;Human Development Index;;mys;Mean Years of Schooling (years);2018;9.962285008;
VEN;Venezuela (Bolivarian Republic of);HDI;Human Development Index;;mys;Mean Years of Schooling (years);2019;9.820335191;
