Country,Year,PredictedNetMigration
BRAZIL,2015,-81418.7061230231
BRAZIL,2016,-106302.196568746
BRAZIL,2017,-127692.751981787
BRAZIL,2018,-94844.8376142092
BRAZIL,2019,-89192.9411671534
